Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Einsatzbereich (product.metafields.custom.einsatzbereich),Farbe (product.metafields.custom.farbe),Form (product.metafields.custom.form),Gewicht (product.metafields.custom.gewichtg),Größe (product.metafields.custom.grose),Handgemacht (product.metafields.custom.handgemacht),Lochzahl (product.metafields.custom.lochzahl),Flocken (product.metafields.custom.metallflocken),SetInhalt (product.metafields.custom.setinhalt1),Stückzahl (product.metafields.custom.stuckzahl),Stil & Effekt (product.metafields.custom.styl),Volumen (product.metafields.custom.volumenml),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Anzahl an Produktbewertungen (product.metafields.reviews.rating_count),Zubehörgröße (product.metafields.shopify.accessory-size),Altersgruppe (product.metafields.shopify.age-group),Kunst-/Bastelwerkzeugmaterial (product.metafields.shopify.art-crafting-tool-material),Barzubehör-Material (product.metafields.shopify.barware-material),Perlenform (product.metafields.shopify.bead-shape),Borstenmaterial (product.metafields.shopify.bristle-material),Oberflächenbehandlung der Leiwand (product.metafields.shopify.canvas-finish),Textur der Leinwand (product.metafields.shopify.canvas-texture),Farbe (product.metafields.shopify.color-pattern),Kochgeschirr-/Backgeschirrmaterial (product.metafields.shopify.cookware-bakeware-material),Art des Bastelprojekts (product.metafields.shopify.craft-project-type),Typ des kreativen Kunstprojekts (product.metafields.shopify.creative-art-project-type),Dekorationsmaterial (product.metafields.shopify.decoration-material),Schwierigkeitsgrad (product.metafields.shopify.difficulty-level),Spendertyp (product.metafields.shopify.dispenser-type),Inbegriffene Zeichen-/Mal-Setartikel (product.metafields.shopify.drawing-painting-kit-items-included),Verzierungs-/Besatzmaterial (product.metafields.shopify.embellishment-trim-material),Stoff (product.metafields.shopify.fabric),Finish (product.metafields.shopify.finish),Form des Schaums (product.metafields.shopify.foam-form),Genre (product.metafields.shopify.genre),Hakengröße (product.metafields.shopify.hook-size),Vorgesehene Anwendung (product.metafields.shopify.intended-application),Stil des Artikels (product.metafields.shopify.item-style),Art des Schmucksets (product.metafields.shopify.jewelry-set-type),Minengrad (product.metafields.shopify.lead-grade),Schnittholz-/Holzart (product.metafields.shopify.lumber-wood-type),Design der Markerspitze (product.metafields.shopify.marker-tip-design),Material (product.metafields.shopify.material),Pinseldesign (product.metafields.shopify.paint-brush-design),Form der Farbe (product.metafields.shopify.paint-form),Farbtyp (product.metafields.shopify.paint-type),Oberflächenbehandlung des Papiers (product.metafields.shopify.paper-finish),Format des Papiers (product.metafields.shopify.paper-format),Papierformat (product.metafields.shopify.paper-size),Textur des Papiers (product.metafields.shopify.paper-texture),Papiertyp (product.metafields.shopify.paper-type),Personalisierungsdesign (product.metafields.shopify.personalization-design),Puzzle-Typ (product.metafields.shopify.puzzle-type),Empfohlene Altersgruppe (product.metafields.shopify.recommended-age-group),Form (product.metafields.shopify.shape),Eignung für Bastelmaterial (product.metafields.shopify.suitable-for-crafting-material),Geeignet für diesen Materialtyp (product.metafields.shopify.suitable-for-material-type),Geeignete Umgebung (product.metafields.shopify.suitable-space),Zielgruppe (product.metafields.shopify.target-audience),Thema (product.metafields.shopify.theme),Dickentyp (product.metafields.shopify.thickness-type),Spielzeug/Spielmaterial (product.metafields.shopify.toy-game-material),Vasenform (product.metafields.shopify.vase-shape),Ergänzende Produkte (product.metafields.shopify--discovery--product_recommendation.complementary_products),Ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products),Einstellungen für ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products_display),Produktboosts suchen (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pentart-wachspaste-chamleon-20ml-funkelndes-silber-5503,Pentart Wachspaste chamäleon 20ml - funkelndes silber,"<p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz</span></span></span></span></li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachspaste von Pentart mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen seidigem Metallglanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie.</span></span></span></p>
<p><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></p>
<p> </p>
<p><iframe height=""315"" src=""https://www.youtube.com/embed/Un9pTqgdpT8"" title=""YouTube video player"" width=""560""></iframe><br></p>
<!-- /TABS -->",Bastelschachtel,Uncategorized,Wachspasten/ Antikpasten/ Set,"abtönen, basteln, basteltechnik, bee_wax, bienenwachs, Farben für besondere Dekoeffekte, Farbsets für Rost- und Patinaeffekt, finish, Hochzeitsdeko, Metallic Wachs Paste, Mixed Media Schachtel, Schnelle Kreidetafel, wachpaste, wachs_paste, Wachspaste Chamäleon",TRUE,Title,Default Title,,,,,,,,4607,0,shopify,18,deny,manual,5.75,,TRUE,TRUE,5997412799118,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-funkelndes-silber-bastelschachtel-72168.jpg?v=1753718104,1,Pentart Wachspaste chamäleon 20ml - funkelndes silber - Bastelschachtel,FALSE,Wachspaste chamäleon 20ml - funkelndes silber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.01,active
pentart-wachspaste-chamleon-20ml-funkelndes-silber-5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-funkelndes-silber-bastelschachtel-75804.jpg?v=1753718104,2,Pentart Wachspaste chamäleon 20ml - funkelndes silber - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-funkelndes-silber-5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-funkelndes-silber-bastelschachtel-38728.jpg?v=1753718104,3,Pentart Wachspaste chamäleon 20ml - funkelndes silber - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-funkelndes-silber-5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-funkelndes-silber-bastelschachtel-63601.jpg?v=1753718104,4,Pentart Wachspaste chamäleon 20ml - funkelndes silber - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-funkelndes-silber-5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-funkelndes-silber-bastelschachtel-93081.jpg?v=1753718104,5,Pentart Wachspaste chamäleon 20ml - funkelndes silber - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-funkelndes-silber-5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-funkelndes-silber-bastelschachtel-77026.jpg?v=1753718104,6,Pentart Wachspaste chamäleon 20ml - funkelndes silber - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-metallic-20ml-honiggold-5621,Pentart Wachspaste metallic 20ml - honiggold,"<p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz<span><span><span class=""a-list-item""></span></span></span></span></span></span></span></li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachs-Paste von Pentart mit Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen kräftigen metallischen Glanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger  aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie.</span></span></span></p>
<p><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></p>
<p><iframe height=""315"" src=""https://www.youtube.com/embed/OzkiVYMIP_Q"" width=""560""></iframe></p>
<!-- /TABS -->",Pentart,Uncategorized,Wachspasten/ Antikpasten/ Set,"Hochzeitsdeko, metallic, pentart, wachpaste",TRUE,Title,Default Title,,,,,,,,35125,0,shopify,20,deny,manual,5.75,,TRUE,TRUE,5997412752663,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-honiggold-bastelschachtel-79426.jpg?v=1753718529,1,Pentart Wachspaste metallic 20ml - honiggold - Bastelschachtel,FALSE,Wachspaste metallic 20ml - honiggold,"Pentart Wachspaste - pentart wax paste in pentart online shop - mit Orangenöl und seidig schimmerndem Metalleffekt für&nbsp;jeden Untergrund Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet Verleiht der Oberfläche einen seidig metallischen Glanz PRODUKTBESCHREIBUNG Farbige Wachs-Paste von Pentart mit Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann&nbsp;auf jeden&nbsp;Untergrund angewandt werden und&nbsp;verleiht der Oberfläche einen kräftigen metallischen Glanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger &nbsp;aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie. Suchwörter: wachs, abtönen, finish, bee wax,&nbsp;pentart wax paste Bewertungen",,,,,,,,,,,,,,,,,,,,,,"Wachspaste
Metallic",20ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.28,active
pentart-wachspaste-metallic-20ml-honiggold-5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-honiggold-bastelschachtel-14223.jpg?v=1753718530,2,Pentart Wachspaste metallic 20ml - honiggold - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-metallic-20ml-honiggold-5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-honiggold-bastelschachtel-54745.jpg?v=1753718530,3,Pentart Wachspaste metallic 20ml - honiggold - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-metallic-20ml-honiggold-5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-honiggold-bastelschachtel-34573.jpg?v=1753718530,4,Pentart Wachspaste metallic 20ml - honiggold - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-metallic-20ml-honiggold-5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-honiggold-bastelschachtel-19196.jpg?v=1753718530,5,Pentart Wachspaste metallic 20ml - honiggold - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-metallic-20ml-honiggold-5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-honiggold-bastelschachtel-88115.jpg?v=1753718530,6,Pentart Wachspaste metallic 20ml - honiggold - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-metallic-20ml-feuergold-5622,Pentart Wachspaste metallic 20ml - feuergold,"<p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz<span><span><span class=""a-list-item""></span></span></span></span></span></span></span></li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachs-Paste von Pentart mit Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen kräftigen metallischen Glanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger  aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie.</span></span></span></p>
<p><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></p>
<p><iframe width=""560"" src=""https://www.youtube.com/embed/OzkiVYMIP_Q"" height=""315""></iframe></p>
<!-- /TABS -->",Pentart,Uncategorized,Wachspasten/ Antikpasten/ Set,"bestseller, Low Stock, metallic, pentart, wachpaste",TRUE,Title,Default Title,,,,,,,,35124,0,shopify,16,deny,manual,5.75,,TRUE,TRUE,5997412752656,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-feuergold-bastelschachtel-49949.jpg?v=1753718540,1,Pentart Wachspaste metallic 20ml - feuergold - Bastelschachtel,FALSE,Wachspaste metallic 20ml - feuergold,"Pentart Wachspaste - pentart wax paste - mit Orangenöl und seidig schimmerndem Metalleffekt für&nbsp;jeden Untergrund Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet Verleiht der Oberfläche einen seidig metallischen Glanz PRODUKTBESCHREIBUNG Farbige Wachs-Paste von Pentart mit Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann&nbsp;auf jeden&nbsp;Untergrund angewandt werden und&nbsp;verleiht der Oberfläche einen kräftigen metallischen Glanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger &nbsp;aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie. Suchwörter: wachs, abtönen, finish, bee wax,&nbsp;pentart wax paste Bewertungen",,,,,,,,,,,,,,,,,,,,,,"Wachspaste
Metallic",20ml,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.28,active
pentart-wachspaste-metallic-20ml-feuergold-5622,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-feuergold-bastelschachtel-50040.jpg?v=1753718540,2,Pentart Wachspaste metallic 20ml - feuergold - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-metallic-20ml-feuergold-5622,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-feuergold-bastelschachtel-89456.jpg?v=1753718540,3,Pentart Wachspaste metallic 20ml - feuergold - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-metallic-20ml-feuergold-5622,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-feuergold-bastelschachtel-15782.jpg?v=1753718540,4,Pentart Wachspaste metallic 20ml - feuergold - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-metallic-20ml-feuergold-5622,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-metallic-20ml-feuergold-bastelschachtel-76771.jpg?v=1753718540,5,Pentart Wachspaste metallic 20ml - feuergold - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-waves-5693,"Chipboard - Waves, small","<p>Zierliche Figuren aus Presspapier</p>
<ul>
<li>12 Stück pro Packung, Größe: 7cm</li>
<li>Ideal zum Dekorieren oder für Scrapbook - Arbeiten </li>
<li>Einfach zu bemalen. Nässe vermeiden!</li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p>Die Chipboards sind unsere zierlichen aber stabilen Figuren aus gepresstem Papier. Mit Holzfarben, Filzstiften und allen Acrylfarben aus unserem Sortiment können Sie diesen dünnen Formen ein besonderes Aussehen verleihen, aber naturbelassen sind sie auch sehr schön. Nutzen Sie Ihre Kreativität, denn mit den Chipboards können Sie Karten, Bilder, Leinwände und andere Gegenstände dekorieren, aber auch für Scrapbook-Arbeiten sind diese eleganten Formen unerlässlich. Wir lieben diese kleinen Details und können Sie Ihnen wärmstens für verschiedenste Bastelarbeiten empfehlen. Schlagen Sie zu und genießen Sie die neue Dekovielfalt.</p>
<!-- /TABS -->",Bastelschachtel,,Chipboard/Die Cuts,"Chipboard, Cuts",TRUE,Title,Default Title,,,,,,,,,0,shopify,8,deny,manual,3.66,,TRUE,TRUE,34727837,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-waves-small-bastelschachtel-47828.jpg?v=1753718797,1,"Chipboard - Waves, small - Bastelschachtel",FALSE,Chipboard - Waves,"chipboard, scrapbook, holzfiguren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
chipboard-waves-5693,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-waves-small-bastelschachtel-36958.jpg?v=1753718797,2,"Chipboard - Waves, small - Bastelschachtel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-waves-5693,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-waves-small-bastelschachtel-24540.jpg?v=1753718797,3,"Chipboard - Waves, small - Bastelschachtel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-just-married-5943,Chipboard - My charmed wedding,"<p>Zierliche Figuren aus Presspapier</p>
<ul>
<li>5 Stück pro Packung, Größe: 4-9cm</li>
<li>Ideal zum Dekorieren oder für Scrapbook - Arbeiten </li>
<li>Einfach zu bemalen. Nässe vermeiden!</li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p>Die Chipboards sind unsere zierlichen aber stabilen Figuren aus gepresstem Papier. Mit Holzfarben, Filzstiften und allen Acrylfarben aus unserem Sortiment können Sie diesen dünnen Formen ein besonderes Aussehen verleihen, aber naturbelassen sind sie auch sehr schön. Nutzen Sie Ihre Kreativität, denn mit den Chipboards können Sie Karten, Bilder, Leinwände und andere Gegenstände dekorieren, aber auch für Scrapbook-Arbeiten sind diese eleganten Formen unerlässlich. Wir lieben diese kleinen Details und können Sie Ihnen wärmstens für verschiedenste Bastelarbeiten empfehlen. Schlagen Sie zu und genießen Sie die neue Dekovielfalt.</p>
<p> </p>
<!-- /TABS -->",Bastelschachtel,,Chipboard/Die Cuts,"Chipboard, Cuts, Hochzeitsalbum, Hochzeitsdeko",TRUE,Title,Default Title,,,,,,,,,0,shopify,7,deny,manual,3.38,4.74,TRUE,TRUE,00902301,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-my-charmed-wedding-bastelschachtel-84292.jpg?v=1753719389,1,Chipboard - My charmed wedding - Bastelschachtel,FALSE,,"chipboard, scrapbook, holzfiguren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
chipboard-just-married-5943,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-my-charmed-wedding-bastelschachtel-17036.jpg?v=1753719389,2,Chipboard - My charmed wedding - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-just-married-5943,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-my-charmed-wedding-bastelschachtel-25564.jpg?v=1753719389,3,Chipboard - My charmed wedding - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-cherry-blossom-6196,Chipboard - Spring flower background,"<p>Zierliche Figuren aus Presspapier</p>
<ul>
<li>1 Stück pro Packung, Größe: 10,5-14,8cm</li>
<li>Ideal zum Dekorieren oder für Scrapbook - Arbeiten </li>
<li>Einfach zu bemalen. Nässe vermeiden!</li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p>Die Chipboards sind unsere zierlichen aber stabilen Figuren aus gepresstem Papier. Mit Holzfarben, Filzstiften und allen Acrylfarben aus unserem Sortiment können Sie diesen dünnen Formen ein besonderes Aussehen verleihen, aber naturbelassen sind sie auch sehr schön. Nutzen Sie Ihre Kreativität, denn mit den Chipboards können Sie Karten, Bilder, Leinwände und andere Gegenstände dekorieren, aber auch für Scrapbook-Arbeiten sind diese eleganten Formen unerlässlich. Wir lieben diese kleinen Details und können Sie Ihnen wärmstens für verschiedenste Bastelarbeiten empfehlen. Schlagen Sie zu und genießen Sie die neue Dekovielfalt.</p>
<!-- /TABS -->",Bastelschachtel,,Chipboard/Die Cuts,"Chipboard, Frühlingsdeko",TRUE,Title,Default Title,,,,,,,,,0,shopify,3,deny,manual,5.94,,TRUE,TRUE,14910109,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-spring-flower-background-bastelschachtel-93525.jpg?v=1753720801,1,Chipboard - Spring flower background - Bastelschachtel,FALSE,,"chipboard, scrapbook, holzfiguren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
